#,Name,Team,ESPN,Y!,$,G,GS,QS,TBF,IP,W,L,SV,HLD,H,ER,K,BB,HBP,HR,ERA,SIERA,WHIP,GB%,LD%,FB%,BABIP,Own%,RazzID
578,Ryan Rolison,CHC,RP,RP,-12.9,19,0,0,84,19.2,1,1,0,3,20,9,15,8,1,2,4.31,4.59,1.47,46,21,33,0.306,0,669020
579,Griff McGarry,LAD,RP,RP,-12.9,15,0,0,53,13.2,1,1,0,1,12,6,14,9,1,2,4.34,4.69,1.54,43,22,36,0.298,0,676046
580,Cam Sanders,PIT,RP,RP,-12.9,19,0,0,85,19.1,1,1,0,2,18,10,18,12,1,2,4.51,4.91,1.57,42,22,36,0.306,0,676742
581,Doug Nikhazy,CHC,RP,RP,-12.9,14,1,0,76,17.9,1,1,0,3,19,9,15,8,1,2,4.35,4.97,1.49,39,21,40,0.295,0,680951
582,Jayvien Sandridge,BAL,RP,RP,-12.9,19,0,0,77,19.2,1,1,0,2,18,10,19,12,1,2,4.46,4.99,1.58,42,22,36,0.302,0,682144
583,Tyler Davis,CHW,RP,RP,-12.9,19,0,0,85,19.2,1,1,0,4,19,10,16,10,1,3,4.72,4.97,1.50,39,21,40,0.287,0,699823
584,Austin Voth,TOR,RP,RP,-13.0,10,0,0,39,9.7,1,1,0,0,10,5,8,3,0,1,4.42,4.19,1.27,38,20,43,0.277,0,608723
585,Kyle Keller,BOS,RP,RP,-13.0,16,0,0,62,15.5,1,1,0,2,15,8,14,8,1,2,4.85,5.06,1.48,35,20,44,0.286,0,664918
586,Ronan Kopp,LAD,RP,RP,-13.0,18,0,0,80,17.6,1,1,0,2,16,9,18,13,1,2,4.48,5.09,1.65,43,22,35,0.302,0,691947
587,Matt Waldron,SD,SP,SP,-13.1,23,10,5,312,73.5,6,6,0,0,79,37,57,23,4,11,4.57,4.67,1.38,41,20,39,0.295,0,663362
588,Jackson Kowar,BAL,RP,RP,-13.1,11,0,0,46,10.7,1,1,0,1,10,5,10,5,1,1,4.51,4.50,1.44,42,20,39,0.287,0,663804
589,Cade Winquest,STL,RP,RP,-13.1,13,0,0,50,12.6,1,1,0,1,13,6,10,5,1,1,4.27,4.56,1.43,47,21,32,0.305,0,685464
590,K.C. Hunt,TB,RP,RP,-13.1,4,0,0,17,4.2,1,1,0,0,5,2,4,1,0,1,4.11,4.84,1.48,43,21,36,0.293,0,687268
591,Jake Bloss,TOR,RP,RP,-13.1,6,0,0,25,6.3,1,2,0,0,7,3,5,2,0,1,4.42,5.18,1.54,40,21,39,0.291,0,814005
592,Hunter Strickland,LAA,RP,RP,-13.2,13,0,0,50,12.6,1,1,0,1,13,7,10,6,1,2,4.88,5.01,1.46,36,20,44,0.279,0,7836
593,Scott Effross,DET,RP,RP,-13.2,11,0,0,42,10.5,1,1,0,1,11,5,7,4,0,1,4.27,4.42,1.42,49,21,30,0.303,0,664123
594,Daison Acosta,SD,RP,RP,-13.2,6,0,0,25,6.3,0,0,0,1,6,3,6,3,0,1,4.35,4.57,1.46,42,22,37,0.295,0,670897
595,James Karinchak,ATL,RP,RP,-13.2,7,0,0,32,7.2,0,0,0,1,6,4,8,4,0,1,4.45,4.31,1.40,34,20,46,0.277,0,675916
596,Blas Castano,COL,RP,RP,-13.2,19,0,0,75,17.2,1,1,0,2,20,8,11,6,1,2,4.37,5.28,1.49,48,21,31,0.325,0,680604
597,Angel Bastardo,BOS,RP,RP,-13.2,6,0,0,25,6.3,0,0,0,1,6,3,6,3,0,1,4.03,4.47,1.41,43,21,36,0.303,0,682785
598,Alexander Alberto,TB,RP,RP,-13.2,6,0,0,25,6.3,0,0,0,1,6,3,6,3,0,1,4.30,4.53,1.48,48,21,31,0.304,0,693739
599,Tate Kuehner,MIL,RP,RP,-13.2,4,0,0,14,3.6,1,1,0,0,4,2,3,2,0,0,3.98,4.93,1.56,48,21,31,0.304,0,804249
600,Shinnosuke Ogasawara,WSH,RP,RP,-13.2,5,0,0,24,6.5,0,0,0,1,7,3,5,2,0,1,4.01,4.12,1.29,44,21,35,0.297,0,829272
601,Joe Ross,ARI,RP,RP,-13.3,6,0,0,25,6.3,0,0,0,2,6,3,5,2,0,1,4.14,4.31,1.38,43,20,37,0.301,0,605452
602,Collin Snider,CHC,RP,RP,-13.3,7,0,0,29,7.2,0,0,0,1,7,4,6,3,0,1,4.56,4.67,1.40,40,20,40,0.291,0,676092
603,Zach McCambley,MIA,RP,RP,-13.3,6,0,0,23,5.7,0,0,0,1,6,3,5,3,0,1,4.21,4.54,1.46,44,21,35,0.302,0,685112
604,Brandon Pfaadt,ARI,SP,SP,-13.3,23,10,5,299,70.6,4,4,0,1,71,33,62,19,3,9,4.20,4.10,1.27,41,20,40,0.302,1,694297
605,Jhancarlos Lara,ATL,RP,RP,-13.3,6,0,0,25,6.3,0,0,0,1,6,3,7,4,0,1,4.18,4.63,1.59,48,22,30,0.316,0,702910
606,Trey Supak,TEX,RP,RP,-13.4,2,0,0,8,2.1,0,1,0,0,3,1,2,1,0,0,4.21,5.15,1.48,42,21,37,0.294,0,657022
607,Tanner Rainey,DET,RP,RP,-13.4,4,0,0,17,4.2,0,0,0,1,4,2,4,2,0,1,4.46,4.58,1.43,35,20,45,0.276,0,663432
608,Josh Fleming,TOR,RP,RP,-13.4,10,0,0,46,11.6,1,1,0,0,13,5,7,4,1,1,4.14,4.49,1.47,54,21,25,0.308,0,676596
609,Connor Noland,CHC,RP,RP,-13.4,2,0,0,8,2.1,0,1,0,0,3,1,1,1,0,0,4.23,4.97,1.52,47,21,32,0.306,0,690939
610,Brendan Beck,NYY,RP,RP,-13.4,3,0,0,13,3.1,0,0,0,0,3,1,3,1,0,0,3.85,4.05,1.23,41,21,38,0.286,0,694341
611,Josh Stephan,TEX,RP,RP,-13.4,2,0,0,8,2.1,0,1,0,0,2,1,2,1,0,0,4.08,4.85,1.43,44,21,35,0.296,0,695776
612,Miguel Ullola,HOU,RP,RP,-13.4,3,0,0,14,3.1,0,0,0,0,3,1,4,2,0,0,4.08,4.58,1.42,38,21,41,0.290,0,699044
613,Chen Zhong-Ao Zhuang,ATH,RP,RP,-13.4,4,0,0,15,3.6,0,0,0,0,4,2,3,1,0,1,4.10,4.36,1.28,39,21,40,0.288,0,800018
614,Luke Jackson,NYM,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,1,2,1,2,1,0,0,4.29,4.18,1.43,46,20,34,0.291,0,11752
615,Miguel Castro,LAA,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.37,4.51,1.43,44,20,36,0.291,0,15684
616,Nick Burdi,NYM,RP,RP,-13.5,2,0,0,8,1.9,0,0,0,0,2,1,2,1,0,0,3.95,3.90,1.37,42,20,38,0.281,0,595897
617,Keegan Thompson,COL,RP,RP,-13.5,5,1,0,28,6.9,0,0,0,0,8,3,5,3,0,1,4.46,5.38,1.51,41,20,39,0.306,0,624522
618,Zack Littell,WSH,SP,SP,-13.5,19,19,8,442,103.1,5,7,0,0,109,54,73,25,4,17,4.73,4.68,1.30,38,20,41,0.286,0,641793
619,Jorge Alcala,TOR,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.23,4.27,1.33,35,20,45,0.276,0,660896
620,Brandon Waddell,NYM,RP,RP,-13.5,2,0,0,7,2.1,0,0,0,0,2,1,2,1,0,0,3.95,3.90,1.29,45,20,35,0.287,0,663399
621,Konnor Pilkington,DET,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.20,4.45,1.43,41,21,38,0.286,0,663455
622,Isaiah Campbell,ARI,RP,RP,-13.5,2,0,0,8,1.9,0,0,0,0,2,1,1,1,0,0,4.40,4.53,1.42,48,20,32,0.310,0,663462
623,Marquis Grissom Jr.,WSH,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.86,5.19,1.52,38,21,40,0.292,0,671726
624,Kaleb Ort,LAA,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.58,4.65,1.43,35,20,45,0.274,0,672391
625,Carlos Hernandez,CLE,RP,RP,-13.5,2,0,0,9,2.3,0,0,0,0,2,1,2,1,0,0,4.14,4.11,1.35,34,19,47,0.274,0,672578
626,Daniel Harper,PHI,RP,RP,-13.5,2,0,0,8,1.9,0,0,0,0,2,1,2,1,0,0,5.01,5.33,1.58,39,22,39,0.294,0,679702
627,Jackson Wolf,SD,RP,RP,-13.5,3,0,0,13,3.1,0,0,0,0,3,1,3,1,0,0,4.02,4.21,1.32,41,21,38,0.288,0,680232
628,Sam Benschoter,CIN,RP,RP,-13.5,2,0,0,5,2.1,0,0,0,0,2,1,2,1,0,0,4.32,4.80,1.43,45,21,34,0.303,0,680397
629,Lyon Richardson,CIN,RP,RP,-13.5,2,0,0,11,2.7,0,0,0,0,3,1,2,1,0,0,4.06,4.51,1.44,48,20,32,0.302,0,680689
630,John Rooney,TB,RP,RP,-13.5,2,0,0,8,1.9,0,0,0,0,2,1,2,1,0,0,3.93,4.36,1.42,49,21,30,0.303,0,680701
631,Jake Miller,CLE,RP,RP,-13.5,7,0,0,31,7.2,0,0,0,1,8,4,6,3,0,1,4.73,5.08,1.51,43,21,36,0.302,0,681313
632,Nate Lavender,NYM,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,3.95,4.10,1.38,40,21,39,0.288,0,681320
633,Shawn Dubin,WSH,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,1,2,1,2,1,0,0,4.03,4.13,1.38,45,20,35,0.293,0,681869
634,Joe Jacques,NYM,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,3.91,4.16,1.43,53,21,27,0.303,0,682175
635,Will Childers,MIL,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.58,4.89,1.52,44,21,35,0.301,0,682999
636,Jairo Iriarte,CHW,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.51,4.84,1.52,45,22,34,0.299,0,683568
637,Joe La Sorsa,PIT,RP,RP,-13.5,3,0,0,13,3.1,0,0,0,0,3,2,2,1,0,0,4.56,4.88,1.45,43,21,37,0.301,0,686747
638,Reggie Crawford,SF,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,3.96,4.13,1.38,41,21,38,0.295,0,686846
639,Ben Peoples,CHW,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.58,4.89,1.48,40,21,38,0.292,0,687239
640,Dom Hamel,NYY,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.28,4.50,1.38,40,21,39,0.287,0,687589
641,Peyton Alford,SEA,RP,RP,-13.5,2,0,0,8,1.9,0,0,0,0,2,1,2,1,0,0,4.42,4.52,1.42,37,21,41,0.282,0,688230
642,Michael Darrell-Hicks,PIT,RP,RP,-13.5,4,0,0,14,3.2,0,0,0,0,3,2,3,1,0,0,4.35,4.50,1.41,44,21,35,0.304,0,690382
643,Andry Lara,WSH,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.33,4.64,1.43,44,21,35,0.303,0,691251
644,Jaden Woods,PIT,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.37,4.88,1.52,43,22,35,0.305,0,692243
645,Luis Guerrero,TB,RP,RP,-13.5,8,0,0,40,10.1,0,1,0,1,10,6,9,6,1,1,4.92,5.21,1.60,40,22,38,0.292,0,692285
646,Ian Seymour,TB,SP,SP,-13.5,36,4,2,259,61.5,3,3,0,14,56,26,63,20,3,8,3.81,4.00,1.23,37,21,42,0.285,2,693855
647,Zach Brzykcy,MIA,RP,RP,-13.5,2,0,0,9,2.1,0,0,0,0,2,1,2,1,0,0,4.73,4.96,1.52,38,21,40,0.297,0,694350
648,Hayden Durke,ARI,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.45,4.86,1.62,45,22,33,0.316,0,694492
649,Harrison Cohen,NYY,RP,RP,-13.5,2,0,0,8,1.9,0,0,0,0,2,1,2,1,0,0,4.58,4.93,1.58,43,22,36,0.296,0,694660
650,Collin Baumgartner,COL,RP,RP,-13.5,4,0,0,17,4.2,0,0,0,0,4,2,4,2,0,1,4.63,5.59,1.57,39,22,39,0.314,0,694677
651,Alimber Santa,HOU,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.35,4.82,1.57,48,22,31,0.310,0,695001
652,Robert Ahlstrom,TEX,RP,RP,-13.5,2,0,0,8,1.9,0,0,0,0,2,1,2,1,0,0,4.42,4.91,1.53,42,22,36,0.300,0,695239
653,Tommy McCollum,TB,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.71,4.96,1.52,43,21,36,0.297,0,695294
654,Jedixson Paez,BOS,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.02,4.40,1.33,45,21,34,0.303,0,699151
655,Francis Pena,SD,RP,RP,-13.5,4,0,0,17,4.2,0,0,0,0,4,2,3,2,0,0,4.35,4.68,1.55,51,22,28,0.311,0,800212
656,Eric Reyzelman,NYY,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.53,4.92,1.57,42,22,37,0.294,0,801432
657,Trevor Kuncl,CIN,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.40,4.93,1.52,44,21,34,0.305,0,805321
658,Jack Dallas,PHI,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.69,5.03,1.43,40,21,38,0.293,0,806585
659,Nigel Belgrave,MIA,RP,RP,-13.5,2,0,0,8,2.1,0,0,0,0,2,1,2,1,0,0,4.34,4.74,1.52,46,21,33,0.307,0,811310
660,Eric Lauer,TOR,SP,SP,-13.6,28,15,6,400,92.4,5,5,0,1,90,48,80,35,3,16,4.68,4.68,1.35,33,20,46,0.275,2,641778
661,Corbin Burnes,ARI,SP,SP,-13.8,10,10,5,234,55.6,4,3,0,0,50,23,55,19,2,6,3.78,3.53,1.24,45,19,36,0.292,0,669203
662,Chris Paddack,MIA,SP,SP,-14.0,19,19,8,428,99.8,5,7,0,0,105,51,76,28,3,15,4.64,4.64,1.33,38,20,42,0.294,0,663978
663,Justin Wrobleski,LAD,SP,SP,-14.2,28,15,7,394,91.3,6,5,0,4,95,45,70,35,4,13,4.40,4.65,1.42,45,21,35,0.299,93,680736
664,Cade Povich,BAL,SP,SP,-14.2,23,10,5,288,67.6,4,4,0,1,64,30,64,25,2,9,3.96,4.19,1.33,40,20,40,0.295,3,700249
665,Griffin Canning,SD,SP,SP,-14.3,28,9,4,311,72.9,4,4,0,2,69,34,69,29,3,10,4.17,4.12,1.35,43,20,38,0.287,0,656288
666,Jose Berrios,TOR,SP,SP,-14.6,22,11,5,314,72.5,4,4,0,1,72,35,63,24,4,11,4.39,4.28,1.32,41,20,39,0.285,0,14168
667,Adrian Houser,SF,SP,SP,-14.9,22,22,10,498,113.4,6,7,0,0,122,57,78,40,5,12,4.50,4.45,1.43,48,20,32,0.306,0,12718
668,Shane Smith,CHW,SP,SP,-15.3,16,16,7,351,81.1,4,5,0,0,77,39,75,36,6,11,4.36,4.42,1.39,43,21,36,0.291,4,681343
669,Lance McCullers Jr.,HOU,SP,SP,-15.5,15,15,7,331,76.0,4,4,0,0,71,36,75,38,4,9,4.30,4.44,1.44,45,20,35,0.296,8,14120
670,Janson Junk,MIA,SP,SP,-15.6,28,15,7,393,92.4,5,6,0,1,99,45,64,23,3,12,4.40,4.46,1.32,43,20,37,0.299,66,676083
671,Noah Schultz,CHW,SP,SP,-15.6,18,18,8,391,89.5,5,6,0,0,86,42,78,43,5,11,4.23,4.44,1.44,46,21,33,0.294,99,702273
672,Walker Buehler,SD,SP,SP,-15.7,28,16,7,420,95.1,5,6,0,1,96,50,81,41,5,13,4.70,4.51,1.44,43,20,37,0.293,10,621111
673,Rhett Lowder,CIN,SP,SP,-15.7,28,15,7,407,95.1,5,6,0,1,100,46,74,35,4,13,4.33,4.71,1.42,45,21,34,0.306,64,695076
674,Zebby Matthews,MIN,SP,SP,-15.8,12,12,6,269,64.0,4,4,0,0,65,29,57,18,2,9,4.08,4.22,1.30,42,21,37,0.306,2,805673
675,Brandon Sproat,MIL,SP,SP,-15.9,28,16,7,400,92.0,5,5,0,1,94,44,77,40,5,12,4.33,4.68,1.46,47,21,32,0.304,46,687075
676,Braxton Garrett,MIA,SP,SP,-16.0,18,10,5,254,60.1,3,3,0,1,59,26,52,18,4,7,3.87,3.92,1.27,47,20,32,0.300,14,666129
677,Simeon Woods Richardson,MIN,SP,SP,-16.4,20,20,8,443,101.5,5,7,0,0,102,54,83,42,4,15,4.80,4.77,1.41,36,20,44,0.286,0,680573
678,Kutter Crawford,BOS,SP,SP,-16.6,20,9,4,242,57.7,3,3,0,1,53,27,55,18,2,9,4.22,4.32,1.23,32,20,48,0.275,0,676710
679,Randy Vasquez,SD,SP,SP,-16.8,21,21,8,451,103.0,6,6,0,0,106,55,77,40,6,15,4.79,4.73,1.43,41,20,40,0.290,99,681190
680,Connor Prielipp,MIN,SP,SP,-16.8,23,10,5,273,63.7,3,4,0,1,60,28,60,26,3,7,4.02,4.14,1.35,44,21,35,0.297,94,687570
681,Joe Boyle,TB,SP,SP,-16.9,20,9,4,259,59.7,3,3,0,1,49,27,68,34,3,6,4.02,4.02,1.39,42,19,38,0.279,5,671212
682,Kyle Leahy,STL,SP,SP,-17.0,28,15,7,390,89.8,5,5,0,4,91,44,69,36,3,11,4.45,4.44,1.41,45,20,35,0.299,4,681517
683,Michael Lorenzen,COL,SP,SP,-17.2,22,22,10,490,112.3,5,8,0,0,121,57,85,42,5,17,4.54,5.11,1.45,41,20,39,0.309,0,14843
684,Erick Fedde,CHW,SP,SP,-17.2,28,15,7,456,103.9,5,7,0,2,106,55,78,42,4,16,4.80,4.65,1.42,42,20,38,0.283,3,607200
685,Cristian Javier,HOU,SP,SP,-17.3,19,19,7,413,93.5,5,6,0,0,90,52,84,44,4,17,5.03,5.09,1.42,29,20,51,0.271,2,664299
686,Andrew Painter,PHI,SP,SP,-17.5,18,18,8,386,89.5,5,5,0,0,94,46,69,34,3,13,4.59,4.90,1.43,42,21,37,0.300,81,691725
687,Cody Bradford,TEX,SP,SP,-17.7,28,6,3,233,55.4,3,3,0,2,54,26,49,15,2,9,4.18,4.12,1.23,35,20,44,0.278,0,674003
688,David Festa,MIN,SP,SP,-17.9,19,9,4,225,53.3,3,3,0,1,49,24,53,20,2,7,4.00,4.03,1.30,41,21,38,0.295,0,701581
689,Gavin Stone,LAD,SP,SP,-18.4,14,3,2,138,33.2,4,3,0,0,33,15,30,11,1,5,3.99,4.17,1.32,43,20,38,0.285,0,694813
690,Christian Scott,NYM,SP,SP,-18.6,23,4,2,164,39.3,2,2,0,2,34,17,40,12,2,5,3.79,3.58,1.16,37,20,43,0.271,90,681035
691,DL Hall,MIL,SP,SP,-18.7,49,4,2,268,63.5,3,3,0,7,60,28,62,30,3,7,4.00,4.36,1.42,43,20,37,0.284,0,669084
692,Mitchell Parker,WSH,SP,SP,-18.8,36,4,2,260,61.1,3,3,0,11,60,28,51,19,2,8,4.17,4.14,1.29,38,20,42,0.285,0,680730
693,Brandon Young,BAL,SP,SP,-18.9,23,10,4,273,63.8,4,4,0,1,66,31,53,20,2,9,4.32,4.50,1.36,42,21,37,0.301,2,687064
694,Hurston Waldrep,ATL,SP,SP,-18.9,12,12,6,281,64.1,4,3,0,0,62,31,57,31,3,7,4.31,4.33,1.45,49,20,32,0.300,3,694462
695,Lucas Giolito,SD,SP,SP,-19.0,12,12,6,290,66.4,4,4,0,0,64,35,60,28,2,10,4.70,4.48,1.38,37,20,43,0.279,3,15474
696,Troy Melton,DET,SP,SP,-19.1,30,3,1,199,47.5,3,2,0,6,44,21,44,15,2,6,3.90,3.91,1.24,41,21,38,0.284,0,675512
697,Patrick Sandoval,BOS,SP,SP,-19.4,20,9,4,238,55.9,3,3,0,1,53,24,51,25,2,6,3.84,4.31,1.38,45,20,35,0.301,0,663776
698,Jesse Scholtens,TB,SP,SP,-19.9,28,9,4,276,64.4,3,4,0,2,65,32,53,21,2,9,4.40,4.40,1.34,41,20,39,0.287,3,669947
699,Drew Thorpe,CHW,SP,SP,-20.0,20,9,4,252,59.2,4,6,0,0,62,30,46,23,2,9,4.56,4.75,1.43,41,20,38,0.286,0,689672
700,Ryan Weiss,HOU,SP,SP,-20.4,23,10,4,277,63.7,4,4,0,1,63,32,59,28,3,9,4.45,4.57,1.44,44,21,35,0.302,0,680802
701,Robert Gasser,MIL,SP,SP,-20.5,23,3,1,172,40.7,2,2,0,2,37,17,40,13,2,5,3.82,3.95,1.25,41,20,39,0.283,0,688107
702,Luis Gil,NYY,SP,SP,-20.7,12,12,5,266,60.3,4,3,0,0,54,32,56,32,3,9,4.73,4.74,1.42,35,20,45,0.264,12,661563
703,Hunter Dobbins,STL,SP,SP,-21.3,18,9,4,293,67.5,4,4,0,1,70,33,50,25,3,8,4.36,4.59,1.41,46,21,33,0.302,0,690928
704,German Marquez,SD,SP,SP,-21.4,15,15,6,334,76.4,4,5,0,0,80,42,58,28,3,12,4.93,4.76,1.42,40,20,41,0.290,1,15038
705,Mick Abel,MIN,SP,SP,-21.4,15,15,6,325,74.0,4,5,0,0,73,38,65,37,3,9,4.56,4.79,1.50,43,21,36,0.304,84,690953
706,Ronel Blanco,HOU,SP,SP,-21.6,15,4,2,167,39.1,2,2,0,1,34,18,41,17,1,6,4.13,4.10,1.30,37,20,43,0.274,0,669854
707,Jonah Tong,NYM,SP,SP,-21.6,10,3,1,90,21.6,3,2,0,0,19,9,25,10,1,2,3.55,3.71,1.32,45,21,34,0.294,3,804636
708,Ryan Feltner,COL,SP,SP,-21.7,14,14,7,328,75.6,4,5,0,0,78,38,60,31,3,11,4.50,4.94,1.44,42,20,39,0.308,0,663372
709,Brad Lord,WSH,SP,SP,-21.9,36,4,2,217,50.8,3,3,0,6,51,22,41,18,2,6,3.97,4.21,1.34,49,21,30,0.302,0,695418
710,Stephen Kolek,KC,SP,SP,-22.0,28,6,3,222,52.1,3,3,0,2,54,23,38,17,3,5,3.95,4.12,1.35,52,20,28,0.303,0,663568
711,Brandon Williamson,CIN,SP,SP,-22.0,23,13,5,321,73.4,3,5,0,1,74,38,61,31,4,12,4.60,4.99,1.43,37,20,43,0.287,0,682227
712,Robby Snelling,MIA,SP,SP,-22.2,9,9,4,196,45.9,2,3,0,0,45,20,41,18,2,5,3.87,4.21,1.37,48,21,31,0.304,61,702281
713,Jose Quintana,COL,SP,SP,-22.3,22,22,9,507,114.5,5,8,0,0,127,60,76,47,5,16,4.70,5.27,1.52,43,21,36,0.309,0,11423
714,Jordan Montgomery,TEX,SP,SP,-22.3,18,7,3,217,51.2,3,3,0,1,53,24,41,16,2,7,4.20,4.29,1.35,43,20,37,0.297,0,656756
715,Martin Perez,ATL,SP,SP,-22.4,26,6,3,219,51.1,3,3,0,2,51,25,42,19,2,6,4.32,4.26,1.38,44,20,36,0.291,0,6902
716,Luinder Avila,KC,SP,SP,-22.4,38,6,3,279,64.0,3,4,0,0,65,30,53,30,3,7,4.25,4.82,1.48,47,21,32,0.313,0,679883
717,Shane Drohan,MIL,SP,SP,-22.6,26,7,3,223,51.9,3,3,0,3,50,24,48,24,2,7,4.21,4.58,1.42,43,21,36,0.296,0,675660
718,Ryan Yarbrough,NYY,SP,SP,-22.8,36,4,2,241,57.4,3,3,0,7,61,28,44,19,4,9,4.39,4.87,1.39,40,21,39,0.282,0,642232
719,Tomoyuki Sugano,COL,SP,SP,-23.3,17,17,7,376,87.5,4,6,0,0,104,45,54,22,4,14,4.64,5.25,1.43,44,21,34,0.320,3,608372
720,Javier Assad,CHC,SP,SP,-23.3,29,4,2,216,50.1,3,3,0,4,50,24,41,19,2,6,4.33,4.33,1.39,44,20,36,0.295,0,665871
721,Andrew Morris,MIN,SP,SP,-23.3,36,4,2,210,50.8,3,3,0,12,56,23,40,15,2,6,4.15,4.57,1.39,44,21,35,0.304,0,702193
722,Jose Suarez,SEA,SP,SP,-23.7,25,3,1,144,34.9,2,2,0,4,34,15,34,13,1,4,3.82,4.18,1.34,41,20,39,0.289,0,660761
723,Jonathan Cannon,CHW,SP,SP,-23.8,22,11,5,312,71.3,4,5,0,1,75,38,53,28,3,11,4.77,4.82,1.44,41,20,39,0.290,0,686563
724,JP Sears,SD,SP,SP,-24.0,15,7,3,180,41.9,2,2,0,1,41,22,35,13,2,7,4.62,4.55,1.30,33,20,47,0.277,0,676664
725,Mitch Farris,LAA,SP,SP,-24.0,23,4,2,207,47.7,2,3,0,2,47,22,44,22,2,7,4.21,4.65,1.43,41,21,38,0.297,0,815083
726,JR Ritchie,ATL,SP,SP,-24.2,10,10,4,224,51.0,3,3,0,0,53,26,43,22,3,6,4.55,4.66,1.46,46,21,33,0.307,99,702275
727,Logan Allen,CLE,SP,SP,-24.4,12,12,5,248,56.4,3,4,0,0,58,28,47,24,2,8,4.47,4.80,1.46,42,20,38,0.297,0,671106
728,Tanner Gordon,COL,SP,SP,-25.1,23,10,4,257,60.6,3,4,0,1,69,30,43,15,2,11,4.50,5.35,1.39,38,21,41,0.317,0,685299
729,Jack Kochanowicz,LAA,SP,SP,-25.2,28,15,6,400,90.2,4,6,0,1,100,47,58,39,6,11,4.65,4.99,1.54,53,21,26,0.309,19,686799
730,George Klassen,LAA,SP,SP,-25.3,13,5,2,140,32.7,3,3,0,0,34,16,27,16,1,4,4.45,4.98,1.53,47,21,32,0.305,0,691946
731,Alek Manoah,LAA,SP,SP,-25.4,12,12,5,267,60.3,3,4,0,0,60,32,50,27,4,9,4.83,4.93,1.45,39,20,41,0.287,0,666201
732,Andrew Alvarez,WSH,SP,SP,-25.7,19,5,2,171,39.8,2,2,0,1,40,18,31,16,2,4,3.98,4.35,1.41,51,21,28,0.306,0,674841
733,Josiah Gray,WSH,SP,SP,-25.7,12,12,5,265,60.2,3,4,0,0,59,34,51,27,3,11,5.09,5.09,1.43,34,20,46,0.279,0,680686
734,Lazaro Estrada,TOR,SP,SP,-25.7,20,4,2,159,37.4,2,2,0,2,37,19,32,13,2,6,4.54,4.67,1.35,37,21,42,0.285,0,681751
735,Johan Oviedo,BOS,SP,SP,-26.0,14,5,2,136,33.5,2,2,0,1,34,15,31,14,2,4,4.07,4.68,1.41,40,20,40,0.286,1,670912
736,Ryan Johnson,LAA,SP,SP,-26.0,24,3,1,158,37.1,2,2,0,2,38,17,33,14,1,5,4.22,4.53,1.39,44,21,35,0.305,0,696270
737,Riley Martin,CHC,SP,SP,-26.1,31,3,1,184,43.8,2,2,0,3,45,20,40,24,2,5,4.15,4.74,1.56,46,21,33,0.304,0,702303
738,Trevor McDonald,SF,SP,SP,-26.2,15,6,3,191,43.7,2,3,0,1,46,21,33,17,3,4,4.25,4.40,1.44,52,21,27,0.310,0,686790
739,Luis Morales,ATH,SP,SP,-26.2,13,13,5,277,62.5,4,4,0,0,65,35,50,31,3,10,4.98,5.30,1.53,41,21,38,0.297,0,806960
740,Peter Lambert,HOU,SP,SP,-26.3,10,10,4,211,47.9,3,3,0,0,49,25,41,21,2,7,4.70,4.79,1.47,42,20,38,0.296,50,663567
741,Elmer Rodriguez,NYY,SP,SP,-26.4,17,4,2,137,31.8,2,2,0,1,31,14,28,14,1,3,4.02,4.28,1.42,51,21,28,0.302,6,695684
